community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
9.0,Amazing,"Choose your path, choose your weapons, choose your skills and then immerse yourself in what is arguably one of the most frightening, eerie and simply amazing titles around. It's a kind of action-intensive RPG that few can even come close to touching.

set a new approachable precedent for all first-person perspective games. It's loaded with so many extras that exploration and interaction were necessities. Cybernetic monsters, rogue robots and a bunch of mutants called ""The Many"" dot an adventure that should not be missed by anyone with a backbone and a brain. Watch out for them psi- monkeys!","Looking Glass, Irrational Games","First-Person, RPG",9.0,Amazing,PC DC,,Electronic Arts,M for Mature,"Animated Blood and Gore, Animated Violence","http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Aug 11, 1999",http://pc.ign.com/articles/161/161087p1.html,System Shock 2,http://www.ign.com/games/system-shock-2/pc-11087
8.3,Great,"Madden NFL 2000 delivers the most in-depth NFL football experience on the PlayStation with all-new motion-captured hits and user-controlled moves including breakable wrap tackles, gang tackling, diving catches and new TD celebrations. Revolutionary polygon player models, scaled to NFL players' actual height and weight, show every devastating hit and user-controlled juke moves in amazing detail.",EA Tiburon,Sports,8.6,Great,PS GBC N64 Mac PC,38.99 USD,Electronic Arts,E for Everyone,No Descriptors,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Fall 2000,http://psx.ign.com/articles/161/161600p1.html,Madden NFL 2000,http://www.ign.com/games/madden-nfl-2000/ps-11600
8.4,Great,"Grab your radio controller (or in this case, your keyboard or joystick) and get ready for RC to hit your PC. You have more than 28 different cars to choose from (each rated differently for speed, acceleration, and weight), though most of these are locked at the beginning of the game. As you progress through the game's four championship circuits, you'll gain access to more cars.",Probe,Racing,8.8,Great,PC N64 PS Xbox DC,9.99 USD,Acclaim Entertainment,E for Everyone,Mild Animated Violence,"http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Aug 19, 1999",http://pc.ign.com/articles/160/160647p1.html,Re-Volt,http://www.ign.com/games/re-volt/pc-10647
7.1,Good,"Chess is one of the oldest board games on Earth; even the Egyptians played an early form of it. Now, chess comes to the PlayStation with THE CHESSMASTER II. Choose from 24 animated chess sets, including Mycenae, Egyptian, Isle of Lewis, and Stanton. Try to checkmate your friends, or challenge one of the 64 computer opponents (each with a different style of play and varying degrees of skill), or try to beat one of the 30 Grandmaster profiles. You'll never miss an opening in the 3D mode, since you can rotate the camera to any angle you want. Or, if you prefer, play on a flat 2D board. THE CHESSMASTER II brings the thrills and challenges of chess to life.",Starsphere Interactive,Board,8.0,Great,PS,48.99 USD,Mindscape,E for Everyone,No Descriptors,"http://www.ign.com/games/saikyo-toudai-shogi/ps-26158,http://www.ign.com/games/mahjong-mahjong/ps-165597,http://www.ign.com/games/board-game-top-shop/ps-491567,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","August 6, 1999",http://psx.ign.com/articles/161/161800p1.html,Chessmaster II,http://www.ign.com/games/chessmaster-ii/ps-11800
8.1,Great,"Real-time strategy game. The much-anticipated latest game in the Command and Conquer series. Set in the future, the game hinges on the control of the resource Tiberium - a poisonous metal that emerges from the ground and is used to make weapons. You play one of two sides the Global Defense Initiative (good guys) or the Brotherhood of Nod (global Mafia-type organization) in self-contained missions placed within an overall narrative. There are 12 main missions for each side with additional subset objectives.",Westwood Studios,Strategy,8.0,Great,PC,14.99 USD,Westwood Studios,T for Teen,"Mild Language, Realistic Blood, Realistic Violence","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Aug 30, 1999",http://pc.ign.com/articles/153/153851p1.html,Command & Conquer: Tiberian Sun,http://www.ign.com/games/command-and-conquer-tiberian-sun/pc-3851
7.9,Good,"The original franchise character can now be put in the palm of your hand with PAC-MAN: Special Color Edition for the Game Boy Color. The game is simple: you're a big yellow disk with a mouth, and your goal is to clear a maze of dots while avoiding four ghosts. As luck would have it, there are four large dots, referred to as ""power pellets,"" that will turn the ghosts blue and allow Pac-Man to eat them for even more bonus points. All of the original levels from the arcade game are included, as well as a full version of the puzzle game PAC ATTACK. Now you can relive the early days of the arcade with PAC-MAN: Special Color Edition.",Namco,Action,8.0,Great,GBC PC Xbox One PS4 5200 LCD NES Wii C64 GB Arcade 2600 3DS Cell iPad Intv VIC-20 NGPC Wii U 400/800 WinPhone,35.99 USD,Namco,E for Everyone,No Descriptors,"http://www.ign.com/games/the-legend-of-zelda-oracle-of-seasons/gbc-16042,http://www.ign.com/games/the-legend-of-zelda-oracle-of-ages/gbc-16041,http://www.ign.com/games/batman-chaos-in-gotham/gbc-14474,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",February 2000,http://gameboy.ign.com/articles/162/162904p1.html,Pac-Man: Special Color Edition,http://www.ign.com/games/pac-man/gbc-12904
7.8,Good,"Mix quirky humor, science fiction and action-packed tank battles and you'll have Sony's TINY TANK. You play as the wisecracking yellow mini-tank of the title. It's your duty to stop the dastardly Mutank and his robot army from decimating what's left of mankind. Through 25 intense, varying levels, TINY TANK rolls, shoots, and quips his way towards victory. Collect nanometal and boost Tiny's powers, collect p-brains to increase smarts, and configure your weapons as you see fit. Perhaps best of all, send out your remote-controlled Teeny Weeny Tanks to scout, gather resources, or provide protection. Twelve mission-based levels are accessible and a menacing boss awaits at the end of each so be prepared! If a multiplayer contest is what you crave, a two-player Versus mode is also available. With quick, almost non-stop action and loads of humor at the ready, TINY TANK is primed to blast some fun into your gaming sessions.",AndNow,Action,6.8,Okay,PS,24.99 USD,Sony Computer Entertainment,T for Teen,"Animated Violence, Comic Mischief, Mild Language","http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Aug 31, 1999",http://psx.ign.com/articles/153/153979p1.html,Tiny Tank: Up Your Arsenal,http://www.ign.com/games/tiny-tank-up-your-arsenal/ps-3979
7.1,Good,"Gobble, gobble, gulp! Who's munching Power Pellets? Who's zipping around the maze at top speed, chomping up ghosts and scoring big points? It's Pac-Man, the world's hungriest character! And he's got the munchies! Devour a fruit treat and get a big bonus score. But if you're caught by the spooky hunters roaming the maze, you're ghostflakes! Use the warp tunnel for a quick escape, and swallow up a Power Pellet to temporarily make Pac-Man an unstoppable eater!

This NeoGeo Pocket Color version of the classic arcade game Pac-Man offers two versions of play to accomodate the limited resolution of the portable console: Scrolling and Full Screen. Scrolling is the pixel-for-pixel port, but the screen scrolls to follow Pac-Man through the maze. The Full Screen mode cuts the detail to fit the entire maze on-screen, allowing you to see the ghosts anywhere on the stage in a condensed viewing of the game maze.",Namco,Action,7.0,Good,NGPC GBC PC Xbox One PS4 5200 LCD NES Wii C64 GB 2600 Arcade 3DS Cell iPad Intv VIC-20 GG WinPhone Wii U,14.96 USD,Namco,E for Everyone,,"http://www.ign.com/games/metal-slug-first-mission/ngpc-11050,http://www.ign.com/games/magician-lord/ngpc-13049,http://www.ign.com/games/cotton/ngpc-14165,http://www.ign.com/games/sonic-the-hedgehog-pocket-adventure/ngpc-12670,http://www.ign.com/games/mortal-kombat-1/ngpc-11051,http://www.ign.com/games/samurai-shodown-2-pocket-fighting-series/ngpc-12019",August 1999,http://gameboy.ign.com/articles/162/162293p1.html,Pac-Man,http://www.ign.com/games/pac-man/ngpc-12293
7.7,Good,"Get behind the controls of a hovercraft or motorcycle hybrid in Jet Moto 3. You can choose from 11 different riders with unique attributes. Get accustomed to the controls and learn the twists and turns of the game's 19 tracks in the Practice mode. When you are ready for some competition, try to win Single Races or have the best overall performance in a Circuit. The ultimate challenge comes when you try to win the championship in a Season. Should friends challenge your dominance in the water, have them try to beat you in a race or make prove their consistency with a circuit. No matter what mode you play, a new graphics engine renders the most advanced models seen in the series. Can you handle the pressure of amphibious racing? Play Jet Moto 3 and try to find your true grit.",Pacific Coast Power and Light (PC&L),Racing,8.6,Great,PS PSP PS3,24.99 USD,"Sony Computer Entertainment, 989 Studios",E for Everyone,No Descriptors,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",November 1999,http://psx.ign.com/articles/161/161682p1.html,Jet Moto 3,http://www.ign.com/games/jet-moto-3/ps-11682
7.9,Good,"Hail to the king, baby! Duke's back, and he's badder than ever! This time he's got to take care of another alien invasion, but there's a twist -- the aliens have a time machine, and they're going back through time to take out the human race when it is most vulnerable. It is your mission to follow them back through time and stop them at all costs. Spanning across four different eras, including ""Present Day,"" ""Post-Apocalypse New York,"" ""The Wild West,"" and ""Victorian London,"" you will find the story rich and diverse. You'll have a full arsenal of weapons, including a Claw-12 Shotgun, Pipe Bombs, and Laser Trip Mines at your disposal. Tightly packed into a rich single-player experience and topped off with a thorough Multiplayer mode that supports up to four people, DUKE NUKEM: Zero Hour is definitely one game not to miss!","Eurocom, 3D Realms",Action,7.9,Good,N64,38.99 USD,GT Interactive,M for Mature,"Blood, Gore, Animated Violence","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","September 1, 1999",http://ign64.ign.com/articles/151/151965p1.html,Duke Nukem: Zero Hour,http://www.ign.com/games/duke-nukem-zero-hour/n64-1965
8.1,Great,"When a dark force kidnaps your younger brother, it's up to you to save him and your homeland. Travel across the beautiful and deadly Drakan, trying to find the crime's perpetrator before it's too late. You'll play as Ryan, a heroine with the skills of a warrior and the brains of a wise sage. Your companion happens to be a fire-breathing dragon named Arokh, so rest assured that your enemies will be wary of your very presence. The adventure blends aerial gameplay with ground-based scenarios, delivering its results in glorious 3D detail.",Surreal Software,Adventure,8.1,Great,PC DC,9.99 USD,Psygnosis,M for Mature,"Blood, Gore, Animated Violence","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Aug 20, 1999",http://pc.ign.com/articles/153/153832p1.html,Drakan: Order of the Flame,http://www.ign.com/games/drakan-order-of-the-flame/pc-3832
